address1,city,zip,subDivision,state,beds,baths,full_baths,half_baths,price,lotSizeSqFt,sqft,yearBuilt,dateAdded,description
8127 16A Avenue,Edmonton,T6X 0H8,Summerside,AB,3,3,2,1,"$489,900",-1.0,2048,2009,10/5/2021,"Immaculate home on a quiet cul-de-sac in family friendly Summerside. Walking distance to Summerside Lake and the beach club as well as walking trails, playgrounds and both Public & Catholic Schools. Loaded with extras like Central AC, 9 ft ceilings, hardwoood flooring, newer hot water tank and more. Open concept main floor plan with gas fireplace and kitchen featuring SS appliances, granite countertops, walk-in pantry and more. Also on the main floor an office as well as a mud room with laundry. Upstairs find 3 exceptionaly sized bedrooms including the primary which offers a walk-in closet and luxurious 5 pc ensuite. Bonus room is enormous and offers plenty of room for movie nights or entertaining. You will love the impressively landscaped backyard w/apple trees, perennials and shrubs plus shed as well as a gate which gives access to the back lane. Quick access to Henday and QE2."
35 Riverpointe Crescent,Fort Saskatchewan,T8L 3H3,River Pointe,AB,3,3,2,1,"$410,000",6727.98,2102,1996,10/5/2021,"Looking for a little country in the city? Come see this beautiful 2 story home in Fort Saskatchewan! This home offers 3 levels of fully finished living space. Upstairs has 3 spacious bedrooms and 2 full baths. The main level has a bright open kitchen/dining area with a half bath and full laundry. Just off the kitchen is a cozy but bright living room with a gas fireplace, perfect for relaxing on winter nights. The basement has another large family room which is great for family movie nights and an open flex space large enough for a home office or gym. The large backyard is stunning and offers the ultimate privacy with large mature trees and shrubs, manicured lawn, and low maintenance flower beds. It also includes 2 storage sheds and a large stone fire pit. Only minutes to shopping, schools, parks, and recreation center. Don't miss out, it is a must see to appreciate the home and beautiful back yard!"
12847 67 Street,Edmonton,T5C 0C2,Balwin,AB,5,2,2,-1,"$389,900",6499.89,1228,1969,10/5/2021,"FANTASTIC LEGAL UP/DOWN DUPLEX OFFERING TWO ADDRESSES. This attractive home has just been renovated and has 3 separate entrances. The upper unit features 3 bedrooms, full bath, living room kitchen. The lower unit offers 2 bedrooms, full bath, kitchen,, living room and commo laundry room. RENOVATIONS INCLUDED: 2 new high efficiency furnaces, 2 newer kitchens, newer paint, newer flooring, new windows, new weeping title, sump pump and back flow valve. Massive parking pad at the rear could easily fit up to 5 vehicles comfortably. The property aso has 2 power meters. This home has tons of potentail as an Investment Property or as a Primary Residence with a FANTSTIC MORTGAGE HELPER. Located Close To All Amenities you will Ever Desire!"
124 Durrand Bend,Fort Saskatchewan,T8L 0M7,South Fort,AB,3,4,3,1,"$554,900",4318.05,1980,2014,10/5/2021,"Welcome to this stunning 1980sqft walkout 2 storey with a FF basement in the desirable community of South Fort. This home welcomes you with a spacious front entrance & open staircase. The kitchen has Maple cupboard doors, Quartz counter tops, a large island with sink & eat up bar. The dining area has a large window & garden door leading onto the upper deck with supberb views of the walking paths, pond & green space. The living rm has a gas fireplace & a large window letting in natural light. The upper level of this home has a large primary bedrm with a 5 piece ensuite with a soaker tub, his & her sinks, & a separate shower. Completing this level is an additional 2 bedrms, a 4 piece main bathrm & a large bright bonus rm. The lower level of the home is fully finished with a large family rm, a wet bar with accent stone front & wall & a 2 piece bathrm. The walkout leads you to a beautiful landscaped back yard with a covered patio, irrigation system & access to the walkway. This home shows a 10 out of 10."
 475002 Rge Rd 231,Rural Wetaskiwin County,T0C 1L0,None,AB,4,3,3,-1,"$829,000",-1.0,1603,1996,10/5/2021,"Awesome 6.87 acreage! Located close to Coal Lake. Well layed out Property, open concept bungalow(1600sqft) with attached double car garage, and huge shop for your projects (50'x72'). Bungalow features 3 bedroom, 2 bathrooms and laundry on main floor. Kitchen features oak cabinets lots of storage, stainless appliances/island, hardwood floors. Primary bedroom with 3pce ensuite and walk in closet. Skylights and windows facing south offer bright living space. Finished basement with 2 bedrooms and 4pce bath, large family room with new vinyl plank flooring. Heating system, hi-eff furance/hepa filter and in floor heating. New boiler system July/21. New shingles on roof. Over sized shop, 2 large bays with over sized doors and in floor heating/bathroom, and its own septic system. Building is tinned inside and out! This is a must see property if you are in the market for acreage that has it all! GST may be applicable"
41 Belmont Drive,St. Albert,T8N 0C6,Braeside,AB,4,2,2,-1,"$374,900",7427.09,1665,1960,10/5/2021,"A Beauty in Mature Braeside! So Much Space to Offer in this 4 Bed 1660sf+ Bungalow. The many upgrades over the recent years include Hi-Eff Furnace & HWT, Shingles, Central A/C & Some New Windows. Property features include Original Hardwood in the Living Room, Bonus Room w/ Wood Burning FP & Garden Doors to your Covered Deck, Sunroom/Flex Space w/Hot Tub & Skylight, Huge Primary Bedroom, Upper Laundry, Great Yard Space & Heated 26'x28' Garage w/ 220v & 10' Ceiling Plus Space to Park your Camper. In Your Fully Finished Basement you will find two more bedrooms, 3 pc bath & Family Rm w/ Retro Bar! Located in a Great Family Neighborhood on a quiet tree lined street just steps from Schools, Parks, Farmers Market, Downtown Dining & The Red Willow Trail System. Have a Look! This One Won't Last!"
57101 Rr61,Rural Lac Ste. Anne County,T0E 2A0,None,AB,1,1,1,-1,"$259,999",-1.0,860,2014,10/5/2021,"Time to leave the hustle and bustle of the City for an Oasis in the Country? Then look no further. This 20 acre piece of land was once an Organic Farm and is now ready for your planting needs and there's plenty of wildlife in the area. Less than half a kilometer from Pembina River this home is completely self sufficient. It has a Solar Powered Electrical System, Propane Tanks, Water Well and Septic System. Inside the home you will find a gas stove, gas dryer, reverse osmosis filtering system, water softener and hot water on demand. The wood burning stove is a bonus on those cold winter nights. Imagine the possibilities."
136 9 Street,Rural Parkland County,T0E 2B0,Seba Beach,AB,2,-1,-1,-1,"$142,000",-1.0,456,1957,10/5/2021,"Nice little cabin to get away from it all!!  Can come furnished if you like! Great for weekend get-aways. Seller will include bed, bunk beds and 2 futons! They bring water for personal use as no water or septic on premises."
1574 35B Avenue,Edmonton,T5T 0M6,Tamarack,AB,4,4,3,1,"$398,000",3492.67,1407,2012,10/5/2021,"Showhome looking good! Lovely 2 storey home has 3 bedrooms and 3 full bathrooms plus half on main floor. You will love the sunshine in the bright, modern living room with HARDWOOD FLOORS throughout main floor. Open concept dining room with windows and a Kitchen with GRANITE countertops + Island/ Breakfast . Rich Cappuccino cabinets in this almost new kitchen. STAINLESS STEEL appliances are included. Enjoy easy access to the Deck and Double Detached Garage with extra parking on driveway. Master Bedroom has walk-in closet and 4-piece ENSUITE. The newly renovated Fully Finished basement provides an additional family room, bathroom and DEN with WINDOWS (potential bedroom). There is also a new furnace! You will be impressed with this home!"
13312 120 Street,Edmonton,T5E 5P3,Kensington,AB,3,3,3,-1,"$539,900",6251.24,1409,1968,10/5/2021,"Hello Turn Key!  This Mid-century modern bungalow is completely renovated down to the studs; with NEW framing, insulation, electrical, plumbing, shingles (garage & house), triple-pane windows, & new doors.  This incredible listing features vaulted cedar planked ceilings, open concept and 2 wood-burning fireplaces.  It highlights warm walnut & chic white cabinets finished w/ brushed gold hardware, marbled quartz countertops, & smoked glass and gold lighting.  The master has vaulted ceilings, a walk-in closet & an ensuite w/ a marble-tiled shower to die for. The second bedroom is HUGE & the 3rd room is perfect for an office/nursery.  Downstairs find a big family room w/ an ultra-modern penny-tile bar, wine cooler & racks, & a brick feature wall. The lower level also has a sizeable future theatre room or gym, a 3rd bedroom, & full bathroom. The west facing backyard features a NEW deck, over-sized double garage (roughed in for heating), RV parking, new fence, landscaping & new trim/fascia/soffits/railings!"
289B 22106 South Cooking Lake Road,Rural Strathcona County,T8E 1J1,South Cooking Lake,AB,6,3,3,-1,"$414,707",-1.0,1404,1995,10/5/2021,"Enjoy the serenity of country living! This beautifully RENOVATED bungalow is located in the quiet and desirable community of South Cooking Lake!  Only 15 minutes to Sherwood Park!  Situated on a large lot.  It offers a lovely and open floor plan with 1403 square feet plus a partially finished basement.  6 bedrooms, and 3 bathrooms. Spacious living room, new front window, vaulted ceilings, vinyl plank flooring and a large dining area. Beautiful kitchen! Bright and cheery with white cabinets, nice backsplash and counter tops plus stainless steel appliances.  A nice deck is just off the kitchen as well.  The Master Bedroom features its own 3 piece ensuite. Shingles were replaced in 2013, furnace in 2011 and HWT in 2016. City water available, seller currently uses cistern.  Within walking distance to school and park.  Great value and move-in ready for you! Visit REALTOR   website for additional information."
10 Summerton Landing,Sherwood Park,T8H 2P4,Summerwood,AB,3,3,2,1,"$439,800",3379.86,1367,2004,10/5/2021,"Showcasing Summerwood's spectacular 'out of a magazine' home - ready for you to just move in & put your feet up! EXTENSIVELY Renovated near top-to-bottom in 2021, this 1,366 SqFt 2-Storey comes c/w a double garage (w. attic storage) & newly Fully Finished Basement. ALL-NEW RENOS incl: Entire Custom Kitchen incl. S/S Appliances; Flooring (Vinyl Plank; Carpet); Bathrm Updating; New Paint/Light Fixtures/Window Coverings to name a few! Gorgeous curb-appeal w. new landscaping - the covered porch leads to the main floor where you will find a spacious living rm featuring a New, Modern Electric F/P w. a tiled feature wall. A large dining area is next to the show-stopper.. This kitchen is something else! Countless, Custom cabinets; large island & dry-bar - perfect for entertaining! The upper floor has 3 Bedrooms incl. large primary bedrm. The Bsmt incl. a family rm; 4 pc bathrm; 4th bedrm & finished laundry rm! Private yard has a deck + patio w. new gazebo (wired for hot tub). Across the street to spray park. WOW!"
